Location,Property Type,Bedrooms,Bathrooms,Size,Amenities,Price,Listing Date,Source_URL,Scrape_Date
,villa,10,10,,Karen,235000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,2026-02-18
,townhouse,5,6,,Lavington,60000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,2026-02-18
,house,4,5,,"Runda, Westlands",120000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,2026-02-18
,townhouse,5,6,498 m²,"Kitisuru, Westlands",95000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,2026-02-18
,townhouse,4,5,,"Rosslyn, Westlands",135000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,2026-02-18
,townhouse,4,4,,South C,26000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,2026-02-18
,house,5,5,,"Kyuna, Westlands",110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,2026-02-18
,townhouse,5,5,341 m²,Lavington,80000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,2026-02-18
,townhouse,5,6,450 m²,Lavington,160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,2026-02-18
,townhouse,5,5,392 m²,Lavington,55000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,2026-02-18
,villa,5,,,Lavington,110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,2026-02-18
,townhouse,7,7,,"Runda, Westlands",160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,4,5,,Lavington,168000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,villa,5,6,6.400 ft²,Lavington,160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,5,6,,Lavington,75000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,5,6,,Lavington,81000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,6,7,,Lavington,85000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,villa,5,7,,Karen,128500000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,house,5,6,,Lavington,90000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,6,7,,Lavington,100000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,house,5,6,,Lavington,75000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,house,6,7,,Lavington,83000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,house,5,6,,Lavington,100000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,3,3,220 m²,South B,,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,5,7,,"Brookside, Westlands",168000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,5,6,,"Brookside, Westlands",131000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,5,6,,Lavington,80000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,5,5,7.005 ft²,"Loresho, Westlands",109000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,5,5,,Lavington,65000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,villa,4,5,,"Loresho, Westlands",105000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,villa,6,7,,Lavington,85000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,townhouse,3,2,"297,6 m²",Komarock,11000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,villa,5,6,,Lavington,110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,2026-02-18
,house,4,4,,Kiambu Road,30000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,villa,4,,,"Kitisuru, Westlands",320000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,house,6,5,,"Kitisuru, Westlands",375000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,townhouse,4,5,765 m²,Lavington,135000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,house,7,,,"Runda, Westlands",115000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,house,5,5,,Muthaiga,110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,townhouse,4,4,3.200 ft²,Kilimani,44000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,townhouse,4,4,3.642 ft²,"Brookside, Westlands",52500000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,house,5,6,,Lavington,230000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,house,6,10,,"Kitisuru, Westlands",350000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,house,5,6,,"Nyari, Westlands",135000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,townhouse,5,3,250 m²,Lavington,60000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,house,4,4,,"Loresho, Westlands",60000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,house,4,3,,"Loresho, Westlands",60000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,house,4,4,,"Runda, Westlands",120000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,house,4,5,,Lavington,50000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,villa,4,6,,Lavington,167000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,townhouse,5,6,,Lavington,50000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,townhouse,1,1,"52,29 m²",Kilimani,5000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,townhouse,5,5,,Lavington,86000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,townhouse,5,6,,Kileleshwa,72500000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,townhouse,4,5,,Lavington,60000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,2026-02-18
,villa,5,6,,Lavington,100000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,house,10,10,,Karen,235000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,house,3,2,,Kilimani,30000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,villa,4,5,,Kiambu Road,47000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,villa,4,6,,Karen,180000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,townhouse,5,6,,Lavington,155000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,house,3,3,,"Spring Valley, Westlands",100000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,house,4,3,2.500 m²,"Parklands, Westlands",21000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,house,4,3,,"Loresho, Westlands",82000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,house,6,,,"Thigiri, Westlands",200000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,house,5,6,,"Runda, Westlands",115000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,townhouse,5,5,,Lavington,75000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,townhouse,5,6,,Lavington,110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,villa,5,4,,"Brookside, Westlands",60000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,townhouse,5,6,,Lavington,85000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,villa,5,6,,Karen,160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,villa,5,6,,Lavington,160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,villa,4,6,,"Runda, Westlands",52000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,house,5,5,,"Lower Kabete, Westlands",110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,house,7,7,,"Nyari, Westlands",230000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,townhouse,4,3,,"Runda, Westlands",42000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,townhouse,4,4,,Kiambu Road,28000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2026-02-18
,villa,5,6,,Lavington,130000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,villa,4,6,,Kilimani,50000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,villa,5,7,638 m²,Karen,175500000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,villa,5,6,,Lavington,110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,house,4,,,"Gigiri, Westlands",150000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,townhouse,4,3,,Kilimani,53000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,house,5,5,,"Runda, Westlands",350000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,villa,5,6,,Lavington,70000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,villa,5,6,,Lavington,85000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,house,4,4,268 m²,Karen,100000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,townhouse,5,6,,Lavington,80000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,townhouse,4,4,,Karen,300000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,villa,5,6,,Lavington,80000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,villa,5,6,,Lavington,75000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,villa,5,6,,Lavington,235000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,townhouse,5,6,,Lavington,110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,townhouse,5,6,,Lavington,85000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,villa,5,6,,"Kyuna, Westlands",131000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,townhouse,5,5,,Lavington,220000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,villa,5,6,,Lavington,110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,villa,4,5,,Lavington,83000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,house,5,5,,"Runda, Westlands",109000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,2026-02-18
,townhouse,6,6,,Karen,130000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,townhouse,5,6,,Lavington,159000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,house,4,4,,"Runda, Westlands",320000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,house,5,6,,"Runda, Westlands",130000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,townhouse,4,4,,"Runda, Westlands",34000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,villa,1,1,64 m²,Kileleshwa,6300000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,townhouse,5,5,5.000 ft²,"Westlands Area, Westlands",42000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,house,5,6,,"Lower Kabete, Westlands",110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,townhouse,6,6,,Waithaka,40000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,townhouse,4,5,,"Runda, Westlands",60000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,house,5,,,Kiambu Road,107000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,house,5,6,,Karen,150000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,villa,6,,,Lavington,100000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,townhouse,5,6,,Lavington,135000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,house,5,6,,"Lower Kabete, Westlands",110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,townhouse,5,6,,Lavington,110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,villa,5,6,,"Riverside, Westlands",125000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,townhouse,6,7,,Lavington,220000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,townhouse,5,6,,Lavington,75000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,house,5,6,,"Runda, Westlands",185000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,townhouse,4,4,2.650 m²,Langata,35900000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,villa,5,5,,"Brookside, Westlands",161000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2026-02-18
,townhouse,5,5,,"Riverside, Westlands",53000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,5,7,,Lavington,160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,4,6,,"Runda, Westlands",47000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,villa,4,4,270 m²,"Runda, Westlands",65000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,house,4,3,,Muthaiga,200000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,house,4,,,"Runda, Westlands",110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,villa,4,5,,"Loresho, Westlands",170000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,villa,5,6,6.400 ft²,Lavington,160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,6,6,9.179 ft²,Lavington,85000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,house,5,5,,"Kitisuru, Westlands",75000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,villa,5,6,,Karen,165000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,4,4,3.499 ft²,"Spring Valley, Westlands",80000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,4,3,,"Westlands Area, Westlands",52500000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,5,6,,Lavington,75000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,4,5,,Lavington,168000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,6,7,,Lavington,220000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,5,6,,Lavington,78000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,house,4,5,,Karen,140000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,5,6,,Lavington,230000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,4,5,,Kileleshwa,45000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,6,5,,Lavington,85000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,villa,5,6,,Lavington,160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,2026-02-18
,townhouse,5,6,,"Runda, Westlands",140000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,house,4,,,"Kyuna, Westlands",100000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,villa,5,6,,Lavington,100000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,house,6,8,,Karen Hardy,68000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,house,5,5,,Karen,100000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,townhouse,5,5,,Lavington,75000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,townhouse,4,4,,"Westlands Area, Westlands",34000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,townhouse,3,,,Kilimani,50000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,townhouse,5,5,6.400 ft²,Lavington,160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,townhouse,3,3,3.500 ft²,"Brookside, Westlands",48000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,house,3,2,147 m²,Kiambu Road,27000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,house,4,5,,Kiambu Road,56000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,house,4,5,,"Loresho, Westlands",112000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,house,5,6,,"Runda, Westlands",250000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,villa,6,7,,"Lower Kabete, Westlands",720000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,villa,6,7,,Lavington,350000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,villa,6,7,,Lavington,80000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,villa,5,6,,Lavington,160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,villa,4,5,,Muthaiga,280000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,villa,4,5,,Muthaiga,400000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,villa,5,6,,Muthaiga,350000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,villa,4,5,,"Loresho, Westlands",42000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,2026-02-18
,villa,4,5,,"Loresho, Westlands",42000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,house,4,4,280 m²,Kiambu Road,43000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,house,4,4,190 m²,Kiambu Road,19500000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,house,5,5,"0,5 m²","Runda, Westlands",230000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,house,5,5,"0,5 m²","Runda, Westlands",260000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,house,4,4,,"Nyari, Westlands",120000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,townhouse,5,5,,Lavington,70000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,villa,5,5,,Lavington,160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,house,5,5,,Karen,150000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,villa,8,8,,Kiambu Road,59000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,villa,4,5,,Dagoretti Corner,25000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,villa,5,5,,Lavington,155000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,house,4,5,,"Waiyaki Way, Westlands",25000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,townhouse,6,6,,Lavington,96000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,townhouse,5,5,6.400 ft²,Lavington,160000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,townhouse,4,,,"Parklands, Westlands",23000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,townhouse,3,3,3.500 ft²,"Brookside, Westlands",48000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,townhouse,2,,,"Riverside, Westlands",30521661.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,townhouse,5,6,,"Lower Kabete, Westlands",110000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,townhouse,5,5,,Lavington,75000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,townhouse,5,5,,"Riverside, Westlands",48000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
,house,4,3,"0,5 m²","Loresho, Westlands",83000000.0,,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,2026-02-18
