Location,Property Type,Bedrooms,Bathrooms,Size,Price,Source_URL,Size_m2,price_per_sqft,month
Kyuna,townhouse,3,4.0,"0,5 m²",48000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,0.5,96000000.0,2
Brookside,townhouse,6,6.0,3.500 ft²,43000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,0.3251605,132242384.91452682,2
Lavington,villa,6,7.0,9.180 ft²,85000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,0.85284954,99665880.10354088,2
Loresho,house,4,5.0,,115000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,64.0,1796875.0,2
Loresho,house,4,5.0,,105000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,64.0,1640625.0,2
Karen,villa,5,6.0,,150000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,64.0,2343750.0,2
Karen,villa,5,6.0,,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,64.0,2500000.0,2
Karen,villa,10,10.0,,235000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,64.0,3671875.0,2
Lavington,townhouse,5,6.0,,60000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,64.0,937500.0,2
Runda,house,4,5.0,,120000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,64.0,1875000.0,2
Kitisuru,townhouse,5,6.0,498 m²,95000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,498.0,190763.05220883535,2
Rosslyn,townhouse,4,5.0,,135000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,64.0,2109375.0,2
South C,townhouse,4,4.0,,26000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,64.0,406250.0,2
Kyuna,house,5,5.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,64.0,1718750.0,2
Lavington,townhouse,5,5.0,341 m²,80000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,341.0,234604.1055718475,2
Lavington,townhouse,5,6.0,450 m²,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,450.0,355555.55555555556,2
Lavington,townhouse,5,5.0,392 m²,55000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,392.0,140306.1224489796,2
Lavington,villa,5,5.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=10,64.0,1718750.0,2
Runda,townhouse,7,7.0,,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,2500000.0,2
Lavington,townhouse,4,5.0,,168000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,2625000.0,2
Lavington,villa,5,6.0,6.400 ft²,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,0.5945792,269097876.2795604,2
Lavington,townhouse,5,6.0,,75000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1171875.0,2
Lavington,townhouse,5,6.0,,81000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1265625.0,2
Lavington,townhouse,6,7.0,,85000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1328125.0,2
Karen,villa,5,7.0,,128500000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,2007812.5,2
Lavington,house,5,6.0,,90000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1406250.0,2
Lavington,townhouse,6,7.0,,100000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1562500.0,2
Lavington,house,5,6.0,,75000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1171875.0,2
Lavington,house,6,7.0,,83000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1296875.0,2
Lavington,house,5,6.0,,100000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1562500.0,2
Brookside,townhouse,5,7.0,,168000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,2625000.0,2
Brookside,townhouse,5,6.0,,131000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,2046875.0,2
Lavington,townhouse,5,6.0,,80000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1250000.0,2
Loresho,townhouse,5,5.0,7.005 ft²,109000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,0.650785515,167489898.72646442,2
Lavington,townhouse,5,5.0,,65000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1015625.0,2
Loresho,villa,4,5.0,,105000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1640625.0,2
Lavington,villa,6,7.0,,85000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1328125.0,2
Komarock,townhouse,3,2.0,"297,6 m²",11000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,297.6,36962.365591397844,2
Lavington,villa,5,6.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=11,64.0,1718750.0,2
Kiambu Road,house,4,4.0,,30000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,468750.0,2
Kitisuru,villa,4,5.0,,320000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,5000000.0,2
Kitisuru,house,6,5.0,,375000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,5859375.0,2
Lavington,townhouse,4,5.0,765 m²,135000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,765.0,176470.58823529413,2
Runda,house,7,5.0,,115000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,1796875.0,2
Muthaiga,house,5,5.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,1718750.0,2
Kilimani,townhouse,4,4.0,3.200 ft²,44000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,0.2972896,148003831.95375824,2
Brookside,townhouse,4,4.0,3.642 ft²,52500000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,0.338352726,155163520.0952984,2
Lavington,house,5,6.0,,230000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,3593750.0,2
Kitisuru,house,6,10.0,,350000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,5468750.0,2
Nyari,house,5,6.0,,135000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,2109375.0,2
Lavington,townhouse,5,3.0,250 m²,60000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,250.0,240000.0,2
Loresho,house,4,4.0,,60000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,937500.0,2
Loresho,house,4,3.0,,60000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,937500.0,2
Runda,house,4,4.0,,120000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,1875000.0,2
Lavington,house,4,5.0,,50000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,781250.0,2
Lavington,villa,4,6.0,,167000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,2609375.0,2
Lavington,townhouse,5,6.0,,50000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,781250.0,2
Kilimani,townhouse,1,1.0,"52,29 m²",5000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,52.29,95620.57754828839,2
Lavington,townhouse,5,5.0,,86000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,1343750.0,2
Kileleshwa,townhouse,5,6.0,,72500000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,1132812.5,2
Lavington,townhouse,4,5.0,,60000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=12,64.0,937500.0,2
Lavington,villa,5,6.0,,100000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,1562500.0,2
Karen,house,10,10.0,,235000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,3671875.0,2
Kilimani,house,3,2.0,,30000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,468750.0,2
Kiambu Road,villa,4,5.0,,47000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,734375.0,2
Karen,villa,4,6.0,,180000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,2812500.0,2
Lavington,townhouse,5,6.0,,155000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,2421875.0,2
Spring Valley,house,3,3.0,,100000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,1562500.0,2
Parklands,house,4,3.0,2.500 m²,21000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,2.5,8400000.0,2
Loresho,house,4,3.0,,82000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,1281250.0,2
"Thigiri, Westlands",house,6,5.0,,200000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,3125000.0,2
Runda,house,5,6.0,,115000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,1796875.0,2
Lavington,townhouse,5,5.0,,75000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,1171875.0,2
Lavington,townhouse,5,6.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,1718750.0,2
Brookside,villa,5,4.0,,60000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,937500.0,2
Lavington,townhouse,5,6.0,,85000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,1328125.0,2
Karen,villa,5,6.0,,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,2500000.0,2
Lavington,villa,5,6.0,,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,2500000.0,2
Runda,villa,4,6.0,,52000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,812500.0,2
Lower Kabete,house,5,5.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,1718750.0,2
Nyari,house,7,7.0,,230000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,3593750.0,2
Runda,townhouse,4,3.0,,42000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,656250.0,2
Kiambu Road,townhouse,4,4.0,,28000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=13,64.0,437500.0,2
Lavington,villa,5,6.0,,130000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,2031250.0,2
Kilimani,villa,4,6.0,,50000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,781250.0,2
Karen,villa,5,7.0,638 m²,175500000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,638.0,275078.3699059561,2
Lavington,villa,5,6.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,1718750.0,2
"Gigiri, Westlands",house,4,5.0,,150000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,2343750.0,2
Kilimani,townhouse,4,3.0,,53000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,828125.0,2
Runda,house,5,5.0,,350000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,5468750.0,2
Lavington,villa,5,6.0,,70000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,1093750.0,2
Lavington,villa,5,6.0,,85000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,1328125.0,2
Karen,house,4,4.0,268 m²,100000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,268.0,373134.32835820894,2
Lavington,townhouse,5,6.0,,80000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,1250000.0,2
Karen,townhouse,4,4.0,,300000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,4687.5,2
Lavington,villa,5,6.0,,80000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,1250000.0,2
Lavington,villa,5,6.0,,75000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,1171875.0,2
Lavington,villa,5,6.0,,235000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,3671875.0,2
Lavington,townhouse,5,6.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,1718750.0,2
Lavington,townhouse,5,6.0,,85000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,1328125.0,2
Kyuna,villa,5,6.0,,131000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,2046875.0,2
Lavington,townhouse,5,5.0,,220000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,3437500.0,2
Lavington,villa,4,5.0,,83000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,1296875.0,2
Runda,house,5,5.0,,109000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=14,64.0,1703125.0,2
Karen,townhouse,6,6.0,,130000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,2031250.0,2
Lavington,townhouse,5,6.0,,159000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,2484375.0,2
Runda,house,4,4.0,,320000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,5000000.0,2
Runda,house,5,6.0,,130000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,2031250.0,2
Runda,townhouse,4,4.0,,34000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,531250.0,2
Kileleshwa,villa,1,1.0,64 m²,6300000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,98437.5,2
Westlands,townhouse,5,5.0,5.000 ft²,42000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,0.464515,90416886.4299323,2
Lower Kabete,house,5,6.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,1718750.0,2
Waithaka,townhouse,6,6.0,,40000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,625000.0,2
Runda,townhouse,4,5.0,,60000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,937500.0,2
Kiambu Road,house,5,5.0,,107000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,1671875.0,2
Karen,house,5,6.0,,150000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,2343750.0,2
Lavington,villa,6,5.0,,100000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,1562500.0,2
Lavington,townhouse,5,6.0,,135000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,2109375.0,2
Lavington,townhouse,5,6.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,1718750.0,2
Riverside,villa,5,6.0,,125000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,1953125.0,2
Lavington,townhouse,6,7.0,,220000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,3437500.0,2
Lavington,townhouse,5,6.0,,75000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,1171875.0,2
Runda,house,5,6.0,,185000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,2890625.0,2
Langata,townhouse,4,4.0,2.650 m²,35900000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,2.65,13547169.811320756,2
Brookside,villa,5,5.0,,161000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=15,64.0,2515625.0,2
Riverside,townhouse,5,5.0,,53000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,828125.0,2
Lavington,townhouse,5,7.0,,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,2500000.0,2
Runda,townhouse,4,6.0,,47000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,734375.0,2
Runda,villa,4,4.0,270 m²,65000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,270.0,240740.74074074073,2
Muthaiga,house,4,3.0,,200000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,3125000.0,2
Runda,house,4,5.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,1718750.0,2
Loresho,villa,4,5.0,,170000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,2656250.0,2
Lavington,villa,5,6.0,6.400 ft²,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,0.5945792,269097876.2795604,2
Lavington,townhouse,6,6.0,9.179 ft²,85000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,0.852756637,99676738.13601758,2
Kitisuru,house,5,5.0,,75000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,1171875.0,2
Karen,villa,5,6.0,,165000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,2578125.0,2
Spring Valley,townhouse,4,4.0,3.499 ft²,80000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,0.325067597,246102659.07247594,2
Westlands,townhouse,4,3.0,,52500000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,820312.5,2
Lavington,townhouse,5,6.0,,75000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,1171875.0,2
Lavington,townhouse,4,5.0,,168000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,2625000.0,2
Lavington,townhouse,6,7.0,,220000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,3437500.0,2
Lavington,townhouse,5,6.0,,78000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,1218750.0,2
Karen,house,4,5.0,,140000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,2187500.0,2
Lavington,townhouse,5,6.0,,230000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,3593750.0,2
Kileleshwa,townhouse,4,5.0,,45000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,703125.0,2
Lavington,townhouse,6,5.0,,85000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,1328125.0,2
Lavington,villa,5,6.0,,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=16,64.0,2500000.0,2
Runda,townhouse,5,6.0,,140000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,2187500.0,2
Kyuna,house,4,5.0,,100000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,1562500.0,2
Lavington,villa,5,6.0,,100000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,1562500.0,2
Karen,house,6,8.0,,68000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,1062500.0,2
Karen,house,5,5.0,,100000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,1562500.0,2
Lavington,townhouse,5,5.0,,75000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,1171875.0,2
Westlands,townhouse,4,4.0,,34000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,531250.0,2
Kilimani,townhouse,3,5.0,,50000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,781250.0,2
Lavington,townhouse,5,5.0,6.400 ft²,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,0.5945792,269097876.2795604,2
Brookside,townhouse,3,3.0,3.500 ft²,48000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,0.3251605,147619406.416216,2
Kiambu Road,house,3,2.0,147 m²,27000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,147.0,183673.4693877551,2
Kiambu Road,house,4,5.0,,56000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,875000.0,2
Loresho,house,4,5.0,,112000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,1750000.0,2
Runda,house,5,6.0,,250000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,3906250.0,2
Lower Kabete,villa,6,7.0,,720000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,11250.0,2
Lavington,villa,6,7.0,,350000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,5468750.0,2
Lavington,villa,6,7.0,,80000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,1250000.0,2
Lavington,villa,5,6.0,,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,2500000.0,2
Muthaiga,villa,4,5.0,,280000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,4375000.0,2
Muthaiga,villa,4,5.0,,400000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,6250000.0,2
Muthaiga,villa,5,6.0,,350000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,5468750.0,2
Loresho,villa,4,5.0,,42000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=17,64.0,656250.0,2
Loresho,villa,4,5.0,,42000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,656250.0,2
Kiambu Road,house,4,4.0,280 m²,43000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,280.0,153571.42857142858,2
Kiambu Road,house,4,4.0,190 m²,19500000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,190.0,102631.57894736843,2
Runda,house,5,5.0,"0,5 m²",230000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,0.5,460000000.0,2
Runda,house,5,5.0,"0,5 m²",260000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,0.5,520000000.0,2
Nyari,house,4,4.0,,120000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,1875000.0,2
Lavington,townhouse,5,5.0,,70000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,1093750.0,2
Lavington,villa,5,5.0,,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,2500000.0,2
Karen,house,5,5.0,,150000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,2343750.0,2
Kiambu Road,villa,8,8.0,,59000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,921875.0,2
Dagoretti Corner,villa,4,5.0,,25000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,390625.0,2
Lavington,villa,5,5.0,,155000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,2421875.0,2
Waiyaki Way,house,4,5.0,,25000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,390625.0,2
Lavington,townhouse,6,6.0,,96000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,1500000.0,2
Lavington,townhouse,5,5.0,6.400 ft²,160000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,0.5945792,269097876.2795604,2
Parklands,townhouse,4,5.0,,23000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,359375.0,2
Brookside,townhouse,3,3.0,3.500 ft²,48000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,0.3251605,147619406.416216,2
Riverside,townhouse,2,5.0,,30521661.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,476900.953125,2
Lower Kabete,townhouse,5,6.0,,110000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,1718750.0,2
Lavington,townhouse,5,5.0,,75000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,1171875.0,2
Riverside,townhouse,5,5.0,,48000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,64.0,750000.0,2
Loresho,house,4,3.0,"0,5 m²",83000000.0,https://www.buyrentkenya.com/houses-for-sale/nairobi?page=18,0.5,166000000.0,2
